Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48092694,11/07/2020 08:51:55 AM,11/07/2020 10:38:48 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10017,724 1 AVENUE,1 AVENUE,EAST   41 STREET,FDR DRIVE EXIT    9 NORTHBOUND,EAST   41 STREET,FDR DRIVE EXIT    9 NORTHBOUND,,NEW YORK,1 AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/07/2020 03:38:53 PM,06 MANHATTAN,1013530001,MANHATTAN,"992,496","211,886",ONLINE,Robert Moses Playground,MANHATTAN,,,,,,,,40.74825084626587,-73.97023965698617,"(40.74825084626587, -73.97023965698617)"
48089324,11/06/2020 10:07:18 PM,11/07/2020 09:38:21 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11360,23 AVENUE,23 AVENUE,23 AVENUE,BELL BOULEVARD,23 AVENUE,BELL BOULEVARD,,,,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/07/2020 02:38:26 PM,07 QUEENS,,QUEENS,"1,046,135","224,419",PHONE,Unspecified,QUEENS,,,,,,,,40.782437880471775,-73.77653815218919,"(40.782437880471775, -73.77653815218919)"
48063941,11/04/2020 08:47:41 PM,11/04/2020 08:47:41 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11415,80-30 PARK LANE,PARK LANE,FOREST PARK DRIVE,80 ROAD,FOREST PARK DRIVE,80 ROAD,,KEW GARDENS,PARK LANE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/05/2020 01:47:48 AM,82 QUEENS,4033122000,QUEENS,"1,029,953","198,339",ONLINE,Forest Park,QUEENS,,,,,,,,40.71095344959411,-73.83514714122289,"(40.71095344959411, -73.83514714122289)"
48067127,11/04/2020 07:55:19 PM,11/04/2020 07:55:20 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11379,71-01 JUNIPER BLVD SOUTH,JUNIPER BLVD SOUTH,71 STREET,72 STREET,71 STREET,72 STREET,,MIDDLE VILLAGE,JUNIPER BOULEVARD SOUTH,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/05/2020 12:55:27 AM,05 QUEENS,4029600002,QUEENS,"1,016,375","200,734",PHONE,Juniper Valley Park,QUEENS,,,,,,,,40.717586865277504,-73.88411212421667,"(40.717586865277504, -73.88411212421667)"
48105862,11/08/2020 03:07:30 PM,11/08/2020 04:54:49 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11204,5521 18 AVENUE,18 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,,BROOKLYN,18 AVENUE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 09:54:54 PM,12 BROOKLYN,,BROOKLYN,"988,537","166,879",ONLINE,Gravesend Park,BROOKLYN,,,,,,,,40.624719768701624,-73.98455657855753,"(40.624719768701624, -73.98455657855753)"
48094806,11/07/2020 03:44:59 PM,11/07/2020 04:08:41 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11365,67-10 FRESH MEADOW LANE,FRESH MEADOW LANE,67 AVENUE,68 AVENUE,67 AVENUE,68 AVENUE,,FRESH MEADOWS,FRESH MEADOW LANE,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/07/2020 04:08:25 PM,08 QUEENS,4069270022,QUEENS,"1,041,170","206,881",PHONE,Fresh Meadows Playground,QUEENS,,,,,,,,40.7343340576824,-73.79461478923923,"(40.7343340576824, -73.79461478923923)"
48095880,11/07/2020 04:29:32 PM,11/07/2020 04:32:56 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11436,128-46 150 STREET,150 STREET,SUTTER AVENUE,130 AVENUE,SUTTER AVENUE,130 AVENUE,,JAMAICA,150 STREET,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/07/2020 09:32:59 PM,12 QUEENS,4121080059,QUEENS,"1,042,907","183,832",ONLINE,Baisley Pond Park,QUEENS,,,,,,,,40.671058799170794,-73.78854793245752,"(40.671058799170794, -73.78854793245752)"
48100784,11/08/2020 06:26:59 PM,11/09/2020 04:02:59 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11433,MERRICK BOULEVARD,MERRICK BOULEVARD,MERRICK BOULEVARD,SAYRES AVENUE,MERRICK BOULEVARD,SAYRES AVENUE,,,,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/09/2020 09:03:04 PM,12 QUEENS,,QUEENS,"1,045,192","191,821",PHONE,Unspecified,QUEENS,,,,,,,,40.692971283312886,-73.78023854020637,"(40.692971283312886, -73.78023854020637)"
48102766,11/08/2020 05:07:56 PM,11/08/2020 05:14:49 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11356,COLLEGE POINT FIELDS,COLLEGE POINT FIELDS,23 AVENUE,BEND,23 AVENUE,BEND,,COLLEGE POINT,COLLEGE POINT FIELDS,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 10:14:52 PM,07 QUEENS,,QUEENS,"1,029,153","221,935",ONLINE,College Point Fields,QUEENS,,,,,,,,40.77572255925772,-73.83787524731662,"(40.77572255925772, -73.83787524731662)"
48213500,11/21/2020 01:46:30 PM,11/21/2020 01:55:32 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11101,5 STREET,5 STREET,5 STREET,46 ROAD,5 STREET,46 ROAD,,,,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/21/2020 06:55:34 PM,02 QUEENS,,QUEENS,"996,641","211,300",PHONE,Unspecified,QUEENS,,,,,,,,40.74663758706095,-73.95528116790534,"(40.74663758706095, -73.95528116790534)"
48103818,11/08/2020 06:05:26 PM,11/08/2020 06:52:49 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11105,20-02 48 STREET,48 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,,ASTORIA,48 STREET,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/08/2020 11:52:52 PM,01 QUEENS,4007630024,QUEENS,"1,012,776","220,783",ONLINE,Paul Raimonda Playground,QUEENS,,,,,,,,40.77262864646496,-73.8970101272117,"(40.77262864646496, -73.8970101272117)"
48215699,11/21/2020 04:36:23 PM,11/21/2020 05:06:22 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10014,PIER   40,PIER   40,WEST HOUSTON STREET,CLARKSON STREET,WEST HOUSTON STREET,CLARKSON STREET,,NEW YORK,PIER   40,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/21/2020 10:06:25 PM,02 MANHATTAN,1006560001,MANHATTAN,"980,961","205,010",PHONE,Pier 40,MANHATTAN,,,,,,,,40.729381164611965,-74.01186685055784,"(40.729381164611965, -74.01186685055784)"
48216160,11/21/2020 01:17:51 PM,11/21/2020 01:27:45 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10004,BATTERY PARK,BATTERY PARK,BATTERY PARK UNDERPASS,BATTERY PLACE,BATTERY PARK UNDERPASS,BATTERY PLACE,,NEW YORK,THE BATTERY,,Closed,,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,11/21/2020 06:27:49 PM,01 MANHATTAN,1000030001,MANHATTAN,"979,946","195,355",ONLINE,Battery Park City,MANHATTAN,,,,,,,,40.70288006660316,-74.01552284013026,"(40.70288006660316, -74.01552284013026)"
48216676,11/21/2020 12:54:57 PM,11/21/2020 01:26:25 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11231,100 HAMILTON AVENUE,HAMILTON AVENUE,SUMMIT STREET,HUGH L CAREY TUNNEL APPROACH,SUMMIT STREET,HUGH L CAREY TUNNEL APPROACH,,BROOKLYN,HAMILTON AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/21/2020 06:26:29 PM,06 BROOKLYN,3005040001,BROOKLYN,"982,599","187,857",ONLINE,Harold Ickes Playground,BROOKLYN,,,,,,,,40.68230068213357,-74.0059526719287,"(40.68230068213357, -74.0059526719287)"
48216686,11/21/2020 03:37:21 PM,11/21/2020 04:52:41 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,,NEW YORK,5 AVENUE,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/21/2020 09:52:44 PM,64 MANHATTAN,1011110001,MANHATTAN,"994,623","222,956",ONLINE,Central Park,MANHATTAN,,,,,,,,40.77863290127972,-73.96254609596876,"(40.77863290127972, -73.96254609596876)"
48216689,11/21/2020 11:43:03 AM,11/21/2020 11:50:29 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11229,MARINE PARK,MARINE PARK,AVENUE V,WHITNEY AVENUE,AVENUE V,WHITNEY AVENUE,,BROOKLYN,MARINE PARK,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/21/2020 04:50:34 PM,18 BROOKLYN,3085900600,BROOKLYN,"1,003,602","158,178",PHONE,Marine Park,BROOKLYN,,,,,,,,40.60081722577983,-73.93031160938723,"(40.60081722577983, -73.93031160938723)"
48216701,11/21/2020 01:50:47 PM,11/21/2020 01:58:17 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11218,700 CORTELYOU ROAD,CORTELYOU ROAD,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,,BROOKLYN,CORTELYOU ROAD,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/21/2020 06:58:20 PM,12 BROOKLYN,3053910001,BROOKLYN,"992,118","171,968",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63868553966112,-73.97165050807656,"(40.63868553966112, -73.97165050807656)"
48216702,11/21/2020 06:04:21 PM,11/21/2020 07:04:12 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11231,375 COURT STREET,COURT STREET,CARROLL STREET,1 PLACE,CARROLL STREET,1 PLACE,,BROOKLYN,COURT STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/22/2020 12:04:16 AM,06 BROOKLYN,3004490001,BROOKLYN,"985,159","187,249",ONLINE,Carroll Park,BROOKLYN,,,,,,,,40.68063196762491,-73.99672268723114,"(40.68063196762491, -73.99672268723114)"
48217252,11/21/2020 07:52:24 PM,11/21/2020 08:36:51 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,,NEW YORK,5 AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/22/2020 01:36:54 AM,64 MANHATTAN,1011110001,MANHATTAN,"994,623","222,956",ONLINE,Central Park,MANHATTAN,,,,,,,,40.77863290127972,-73.96254609596876,"(40.77863290127972, -73.96254609596876)"
48098899,11/08/2020 04:11:49 PM,11/08/2020 05:13:26 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11356,COLLEGE POINT FIELDS,COLLEGE POINT FIELDS,23 AVENUE,BEND,23 AVENUE,BEND,,COLLEGE POINT,COLLEGE POINT FIELDS,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 10:13:29 PM,07 QUEENS,,QUEENS,"1,029,153","221,935",ONLINE,College Point Fields,QUEENS,,,,,,,,40.77572255925772,-73.83787524731662,"(40.77572255925772, -73.83787524731662)"
48101729,11/08/2020 04:01:52 PM,11/08/2020 06:30:55 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11230,AVENUE P,AVENUE P,AVENUE P,OCEAN PARKWAY,AVENUE P,OCEAN PARKWAY,,,,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/08/2020 11:31:00 PM,12 BROOKLYN,,BROOKLYN,"993,222","161,305",PHONE,Unspecified,BROOKLYN,,,,,,,,40.609416789566936,-73.96768681636848,"(40.609416789566936, -73.96768681636848)"
48101715,11/08/2020 03:57:06 PM,11/08/2020 04:55:41 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11204,5521 18 AVENUE,18 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,,BROOKLYN,18 AVENUE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 09:55:44 PM,12 BROOKLYN,,BROOKLYN,"988,537","166,879",ONLINE,Gravesend Park,BROOKLYN,,,,,,,,40.624719768701624,-73.98455657855753,"(40.624719768701624, -73.98455657855753)"
48220406,11/21/2020 10:31:18 PM,11/21/2020 10:54:53 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10034,3703 HARLEM RIVER DRIVE,HARLEM RIVER DRIVE,WASHINGTON BR PED AND BIKE PATH,10 AVENUE,WASHINGTON BR PED AND BIKE PATH,10 AVENUE,,NEW YORK,HARLEM RIVER DRIVEWAY,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/22/2020 03:54:56 AM,12 MANHATTAN,1021500030,MANHATTAN,"1,005,595","251,592",ONLINE,Sherman Creek,MANHATTAN,,,,,,,,40.85721095193622,-73.92283831273436,"(40.85721095193622, -73.92283831273436)"
48104806,11/08/2020 11:56:08 AM,11/08/2020 12:54:16 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11373,CROWLEY PLAYGROUND,CROWLEY PLAYGROUND,BEND,83 STREET,BEND,83 STREET,,ELMHURST,CROWLEY PLAYGROUND,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 05:54:20 PM,04 QUEENS,4200539999,QUEENS,"1,017,584","205,098",ONLINE,Crowley Playground,QUEENS,,,,,,,,40.72956050424463,-73.87972916261864,"(40.72956050424463, -73.87972916261864)"
48100853,11/08/2020 12:24:58 PM,11/08/2020 12:55:25 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11693,93-01 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   93 STREET,BEACH   94 STREET,BEACH   93 STREET,BEACH   94 STREET,,FAR ROCKAWAY,SHORE FRONT PARKWAY,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 05:55:31 PM,14 QUEENS,,QUEENS,"1,035,691","152,096",ONLINE,Unspecified,QUEENS,,,,,,,,40.58399522783014,-73.81480261331927,"(40.58399522783014, -73.81480261331927)"
48100951,11/08/2020 02:08:51 PM,11/09/2020 10:31:56 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11436,115 AVENUE,115 AVENUE,115 AVENUE,140 STREET,115 AVENUE,140 STREET,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/09/2020 03:31:58 PM,12 QUEENS,,QUEENS,"1,039,004","187,753",PHONE,Unspecified,QUEENS,,,,,,,,40.681846031734345,-73.80258591623503,"(40.681846031734345, -73.80258591623503)"
48083410,11/06/2020 08:33:19 PM,11/06/2020 08:44:04 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10003,3 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,,NEW YORK,WASHINGTON SQUARE NORTH,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/07/2020 01:44:07 AM,02 MANHATTAN,1005500001,MANHATTAN,"985,377","205,566",ONLINE,Washington Square Park,MANHATTAN,,,,,,,,40.73090778826059,-73.99593364337622,"(40.73090778826059, -73.99593364337622)"
48084378,11/06/2020 04:46:44 PM,11/06/2020 05:33:31 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,,NEW YORK,RIVERSIDE PARK,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/06/2020 10:33:35 PM,07 MANHATTAN,1012540002,MANHATTAN,"991,626","230,829",PHONE,Riverside Park,MANHATTAN,,,,,,,,40.800245180318555,-73.97335875005403,"(40.800245180318555, -73.97335875005403)"
48091682,11/08/2020 01:02:34 AM,11/08/2020 01:58:22 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,,BROOKLYN,MCCARREN PARK,,Closed,,The condition was determined to be an emergency issue and NYPD was notified.,11/08/2020 06:58:24 AM,01 BROOKLYN,3026960001,BROOKLYN,"997,610","201,904",ONLINE,McCarren Park,BROOKLYN,,,,,,,,40.72084647199604,-73.95180272776703,"(40.72084647199604, -73.95180272776703)"
48251538,11/25/2020 06:50:42 PM,11/25/2020 07:44:10 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/25/2020 07:42:56 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48258400,11/26/2020 03:12:30 PM,11/27/2020 09:42:46 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11361,KENNEDY PARK,KENNEDY PARK,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,,BAYSIDE,KENNEDY PLAYGROUND,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/27/2020 09:42:19 AM,11 QUEENS,4060480027,QUEENS,"1,045,384","220,325",ONLINE,Kennedy Playground,QUEENS,,,,,,,,40.77120619012612,-73.77928719025557,"(40.77120619012612, -73.77928719025557)"
48067234,11/04/2020 07:53:00 PM,11/04/2020 07:53:00 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11229,MARINE PARK,MARINE PARK,AVENUE V,WHITNEY AVENUE,AVENUE V,WHITNEY AVENUE,,BROOKLYN,MARINE PARK,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/05/2020 12:53:04 AM,18 BROOKLYN,3085900600,BROOKLYN,"1,003,602","158,178",ONLINE,Marine Park,BROOKLYN,,,,,,,,40.60081722577983,-73.93031160938723,"(40.60081722577983, -73.93031160938723)"
48070697,11/04/2020 12:07:14 PM,11/04/2020 12:07:14 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/04/2020 05:07:17 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48109776,11/09/2020 02:09:36 PM,11/09/2020 02:51:44 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10036,BRYANT PARK,BRYANT PARK,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,,NEW YORK,BRYANT PARK,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/09/2020 07:51:46 PM,05 MANHATTAN,1012570002,MANHATTAN,"988,802","213,896",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.753770461304626,-73.98357017892322,"(40.753770461304626, -73.98357017892322)"
48106906,11/09/2020 04:16:51 PM,11/09/2020 04:59:10 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11363,359 RICHMOND ROAD,RICHMOND ROAD,EAST DRIVE,MARINETTE STREET,EAST DRIVE,MARINETTE STREET,,LITTLE NECK,RICHMOND ROAD,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/09/2020 09:59:12 PM,11 QUEENS,4080230035,QUEENS,"1,053,477","223,318",ONLINE,Unspecified,QUEENS,,,,,,,,40.77936148235192,-73.7500382508433,"(40.77936148235192, -73.7500382508433)"
48100895,11/08/2020 09:44:16 AM,11/08/2020 10:59:40 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11230,1662 EAST    5 STREET,EAST    5 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,,BROOKLYN,EAST    5 STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 03:59:43 PM,12 BROOKLYN,3066110035,BROOKLYN,"992,791","161,602",ONLINE,Colonel David Marcus Playground,BROOKLYN,,,,,,,,40.61023241945089,-73.96923871235745,"(40.61023241945089, -73.96923871235745)"
48108067,11/09/2020 02:26:58 AM,11/09/2020 11:50:13 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11368,103-26 ROOSEVELT AVENUE,ROOSEVELT AVENUE,103 STREET,104 STREET,103 STREET,104 STREET,,CORONA,ROOSEVELT AVENUE,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/09/2020 04:50:16 PM,04 QUEENS,4019750009,QUEENS,"1,022,376","212,513",PHONE,Unspecified,QUEENS,,,,,,,,40.749893455880134,-73.86239737328647,"(40.749893455880134, -73.86239737328647)"
48074177,11/05/2020 07:56:46 AM,11/05/2020 07:56:46 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11204,AVENUE P,AVENUE P,AVENUE P,WEST   12 STREET,AVENUE P,WEST   12 STREET,,,,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/05/2020 12:56:51 PM,11 BROOKLYN,,BROOKLYN,"988,323","160,590",PHONE,Seth Low Playground/ Bealin Square,BROOKLYN,,,,,,,,40.60745786716223,-73.98533128257135,"(40.60745786716223, -73.98533128257135)"
48075310,11/05/2020 06:26:44 PM,11/05/2020 06:26:44 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11368,102-02 CORONA AVENUE,CORONA AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,,CORONA,CORONA AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/05/2020 11:26:48 PM,04 QUEENS,4019280001,QUEENS,"1,022,638","210,457",ONLINE,Josephine Caminiti Playground,QUEENS,,,,,,,,40.74424912582528,-73.86146351187519,"(40.74424912582528, -73.86146351187519)"
48076453,11/05/2020 06:31:28 PM,11/05/2020 06:31:28 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10014,WEST STREET,WEST STREET,WEST STREET,PERRY STREET,WEST STREET,PERRY STREET,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/05/2020 11:31:33 PM,02 MANHATTAN,,MANHATTAN,"981,435","206,902",PHONE,Unspecified,MANHATTAN,,,,,,,,40.73457440390664,-74.01015743017025,"(40.73457440390664, -74.01015743017025)"
48076469,11/05/2020 06:45:41 PM,11/05/2020 09:38:00 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10029,2158 1 AVENUE,1 AVENUE,EAST  111 STREET,THOMAS JEFFERSON PARK PATH,EAST  111 STREET,THOMAS JEFFERSON PARK PATH,,NEW YORK,1 AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/06/2020 02:38:03 AM,11 MANHATTAN,1017050001,MANHATTAN,"1,001,513","228,162",PHONE,Thomas Jefferson Park,MANHATTAN,,,,,,,,40.792911206658104,-73.93765492614482,"(40.792911206658104, -73.93765492614482)"
48096886,11/07/2020 04:47:34 PM,11/07/2020 06:33:53 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11415,80-30 PARK LANE,PARK LANE,FOREST PARK DRIVE,80 ROAD,FOREST PARK DRIVE,80 ROAD,,KEW GARDENS,PARK LANE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/07/2020 11:33:57 PM,82 QUEENS,4033122000,QUEENS,"1,029,953","198,339",ONLINE,Forest Park,QUEENS,,,,,,,,40.71095344959411,-73.83514714122289,"(40.71095344959411, -73.83514714122289)"
48103819,11/08/2020 02:01:39 PM,11/08/2020 05:20:12 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11356,COLLEGE POINT FIELDS,COLLEGE POINT FIELDS,23 AVENUE,BEND,23 AVENUE,BEND,,COLLEGE POINT,COLLEGE POINT FIELDS,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 10:20:14 PM,07 QUEENS,,QUEENS,"1,029,153","221,935",ONLINE,College Point Fields,QUEENS,,,,,,,,40.77572255925772,-73.83787524731662,"(40.77572255925772, -73.83787524731662)"
48105911,11/08/2020 11:56:07 PM,11/09/2020 12:00:49 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10003,3 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,,NEW YORK,WASHINGTON SQUARE NORTH,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/09/2020 05:00:51 AM,02 MANHATTAN,1005500001,MANHATTAN,"985,377","205,566",ONLINE,Washington Square Park,MANHATTAN,,,,,,,,40.73090778826059,-73.99593364337622,"(40.73090778826059, -73.99593364337622)"
48124573,11/10/2020 10:23:07 AM,11/10/2020 10:29:20 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,,NEW YORK,5 AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/10/2020 03:29:25 PM,64 MANHATTAN,1011110001,MANHATTAN,"994,623","222,956",ONLINE,Central Park,MANHATTAN,,,,,,,,40.77863290127972,-73.96254609596876,"(40.77863290127972, -73.96254609596876)"
